% Measurement file generated: 30-Jul-2007

[Name]
HynneGlycolysisModel_Reference experiment

[Notes]
Insilico experiment measurements
================================
Model notes:
------------
Full-scale model of glycolysis in Saccharomyces cerevisiae                                                                             
F. Hynne, S. Dano, and PG, Sorensen                                                                                                    
Biophysical Chemistry 94 (2001) 121-163                                                                                                
                                                                                                                                       
Time units: minutes                                                                                                                    
Species units: mM                                                                                                                      
                                                                                                                                       
Initialconditions do not give a steady-state, but a state-that allows                                                                  
to see the oscillations when simulating.

Experiment notes:
-----------------
Reference experiment for Hynne model that is used to generate in-silico 
measurement data that the reduced model should be able to reproduce.

Pretty complicated experiment definition ... :)

[Components]
time,Glcx,Glc,ATP,G6P,ADP,F6P,FBP,GAP,DHAP,NADplus,BPG,NADH,PEP,Pyr,ACA,EtOH,EtOHx,Glyc,Glycx,ACAx,CNxminus,AMP
63.100000,9.646364,3.600414,1.914357,4.139082,1.602349,0.474531,5.218818,0.122134,3.123438,0.630924,0.000244,0.349076,0.041269,24.428539,1.544444,19.619621,16.767660,4.380414,1.766008,1.352070,5.185553,0.413293
63.200000,9.645880,3.644818,2.005048,4.080589,1.553524,0.471833,5.422383,0.124552,3.190325,0.629880,0.000261,0.350120,0.041404,24.488205,1.540506,19.627215,16.768127,4.405249,1.765989,1.351541,5.185553,0.371428
63.300000,9.646101,3.631348,2.159349,4.206107,1.464195,0.493525,5.351236,0.123554,3.179791,0.639727,0.000291,0.340273,0.041273,24.523978,1.546229,19.621193,16.768604,4.425314,1.766047,1.351073,5.185553,0.306456
63.400000,9.646948,3.564776,2.274237,4.456139,1.392852,0.528537,5.006167,0.119156,3.083994,0.655496,0.000314,0.324504,0.040915,24.499954,1.560045,19.602912,16.768712,4.423306,1.766138,1.351045,5.185554,0.262911
63.500000,9.647780,3.495414,2.217078,4.602775,1.429605,0.541482,4.682133,0.115044,2.977466,0.661665,0.000299,0.318335,0.040649,24.430068,1.570361,19.586849,16.768284,4.397987,1.766180,1.351571,5.185555,0.283317
63.600000,9.647689,3.495845,2.025709,4.468794,1.543140,0.515873,4.734212,0.115912,2.979326,0.650153,0.000261,0.329847,0.040796,24.386048,1.563800,19.592601,16.767708,4.373430,1.766134,1.352158,5.185554,0.361150
63.700000,9.646811,3.563125,1.913639,4.229703,1.602998,0.484518,5.052426,0.120065,3.072273,0.635499,0.000243,0.344501,0.041126,24.402991,1.549780,19.611444,16.767544,4.372120,1.766044,1.352236,5.185554,0.413363
63.800000,9.646046,3.628505,1.946611,4.088333,1.585256,0.470200,5.346222,0.123673,3.163899,0.629034,0.000250,0.350966,0.041364,24.458091,1.541351,19.624934,16.767865,4.391982,1.765988,1.351827,5.185553,0.398133
63.900000,9.645896,3.645959,2.077916,4.119599,1.512329,0.479598,5.426855,0.124546,3.196508,0.633449,0.000275,0.346551,0.041376,24.511524,1.542088,19.626030,16.768385,4.416939,1.766009,1.351278,5.185553,0.339754
64.000000,9.646463,3.603357,2.229685,4.323891,1.420935,0.510822,5.205225,0.121692,3.141241,0.647495,0.000305,0.332505,0.041114,24.520581,1.552410,19.613268,16.768723,4.427767,1.766093,1.350986,5.185554,0.279379
64.100000,9.647423,3.526034,2.272318,4.559150,1.394353,0.540087,4.815556,0.116722,3.024440,0.660817,0.000312,0.319183,0.040743,24.467379,1.566724,19.593191,16.768558,4.412738,1.766169,1.351251,5.185555,0.263329
64.200000,9.647878,3.484373,2.125985,4.567698,1.485298,0.532124,4.656011,0.114795,2.961700,0.657593,0.000279,0.322407,0.040674,24.401126,1.569187,19.586723,16.767977,4.383892,1.766168,1.351899,5.185555,0.318717
64.300000,9.647297,3.524730,1.951941,4.347786,1.583194,0.499131,4.877682,0.117823,3.019977,0.642325,0.000249,0.337675,0.040957,24.387509,1.556743,19.601646,16.767558,4.369507,1.766091,1.352271,5.185554,0.394865
64.400000,9.646377,3.599288,1.913862,4.141538,1.602615,0.474783,5.213785,0.122072,3.121875,0.631038,0.000244,0.348962,0.041265,24.427647,1.544589,19.619389,16.767655,4.380088,1.766009,1.352077,5.185553,0.413523
64.500000,9.645883,3.644490,2.002868,4.080169,1.554729,0.471690,5.420849,0.124536,3.189729,0.629812,0.000261,0.350188,0.041403,24.487313,1.540500,19.627188,16.768119,4.404825,1.765989,1.351550,5.185553,0.372403
64.600000,9.646092,3.632042,2.156721,4.202686,1.465781,0.492998,5.354866,0.123600,3.180683,0.639491,0.000290,0.340509,0.041278,24.523815,1.546061,19.621400,16.768598,4.425119,1.766046,1.351078,5.185553,0.307497
64.700000,9.646931,3.566106,2.273369,4.451980,1.393404,0.528010,5.012956,0.119243,3.086017,0.655258,0.000314,0.324742,0.040922,24.500885,1.559792,19.603263,16.768714,4.423555,1.766137,1.351041,5.185554,0.263227
64.800000,9.647771,3.496183,2.219562,4.602457,1.428044,0.541603,4.685133,0.115081,2.978632,0.661711,0.000299,0.318289,0.040650,24.431275,1.570306,19.586977,16.768294,4.398492,1.766181,1.351560,5.185555,0.282393
64.900000,9.647699,3.495174,2.028778,4.472577,1.541426,0.516441,4.730479,0.115861,2.978347,0.650417,0.000261,0.329583,0.040791,24.386354,1.564015,19.592345,16.767715,4.373696,1.766136,1.352151,5.185555,0.359796
65.000000,9.646826,3.561838,1.914341,4.233253,1.602644,0.484938,5.046681,0.119992,3.070533,0.635694,0.000244,0.344306,0.041121,24.402373,1.549988,19.611140,16.767543,4.371954,1.766046,1.352239,5.185554,0.413015
65.100000,9.646054,3.627711,1.945138,4.089463,1.586041,0.470265,5.342587,0.123630,3.162715,0.629065,0.000250,0.350935,0.041362,24.457114,1.541426,19.624795,16.767857,4.391566,1.765989,1.351836,5.185553,0.398821
65.200000,9.645893,3.646138,2.075302,4.117609,1.513838,0.479247,5.427799,0.124559,3.196608,0.633290,0.000274,0.346710,0.041378,24.510920,1.542000,19.626120,16.768377,4.416588,1.766009,1.351286,5.185553,0.340860
65.300000,9.646448,3.604477,2.227582,4.319563,1.422250,0.510207,5.211089,0.121766,3.142851,0.647219,0.000305,0.332781,0.041120,24.521001,1.552174,19.613579,16.768721,4.427785,1.766091,1.350986,5.185554,0.280167
65.400000,9.647407,3.527276,2.273183,4.556393,1.393789,0.539831,4.821436,0.116797,3.026364,0.660696,0.000313,0.319304,0.040748,24.468662,1.566530,19.593488,16.768566,4.413178,1.766169,1.351242,5.185555,0.263028
65.500000,9.647879,3.484398,2.129398,4.570044,1.483266,0.532579,4.655150,0.114780,2.961691,0.657796,0.000280,0.322204,0.040671,24.401968,1.569302,19.586626,16.767987,4.384332,1.766169,1.351888,5.185555,0.317336
65.600000,9.647312,3.523551,1.953874,4.351929,1.582177,0.499671,4.872166,0.117751,3.018359,0.642578,0.000249,0.337422,0.040952,24.387274,1.556987,19.601317,16.767562,4.369535,1.766092,1.352270,5.185554,0.393950
65.700000,9.646389,3.598167,1.913311,4.143963,1.602907,0.475030,5.208757,0.122011,3.120310,0.631149,0.000244,0.348851,0.041261,24.426767,1.544732,19.619160,16.767650,4.379753,1.766010,1.352083,5.185553,0.413782
65.800000,9.645885,3.644177,2.000664,4.079714,1.555945,0.471541,5.419360,0.124519,3.189144,0.629742,0.000260,0.350258,0.041403,24.486445,1.540491,19.627165,16.768110,4.404398,1.765989,1.351560,5.185553,0.373391
65.900000,9.646082,3.632747,2.154102,4.199249,1.467361,0.492468,5.358531,0.123647,3.181584,0.639253,0.000289,0.340747,0.041283,24.523684,1.545889,19.621611,16.768592,4.424924,1.766045,1.351083,5.185553,0.308537
66.000000,9.646914,3.567441,2.272527,4.447829,1.393934,0.527486,5.019750,0.119329,3.088041,0.655019,0.000314,0.324981,0.040928,24.501845,1.559540,19.603614,16.768717,4.423807,1.766136,1.351036,5.185554,0.263539
66.100000,9.647762,3.496939,2.222073,4.602211,1.426469,0.541730,4.688042,0.115116,2.979771,0.661763,0.000300,0.318237,0.040652,24.432490,1.570257,19.587099,16.768304,4.398996,1.766181,1.351548,5.185555,0.281459
66.200000,9.647708,3.494489,2.031813,4.476380,1.539727,0.517011,4.726683,0.115809,2.977347,0.650681,0.000262,0.329319,0.040786,24.386655,1.564231,19.592087,16.767723,4.373952,1.766138,1.352144,5.185555,0.358459
66.300000,9.646841,3.560557,1.915006,4.236780,1.602310,0.485354,5.040954,0.119920,3.068796,0.635887,0.000244,0.344113,0.041116,24.401755,1.550196,19.610836,16.767541,4.371780,1.766048,1.352242,5.185554,0.412684
66.400000,9.646063,3.626926,1.943663,4.090559,1.586828,0.470326,5.338986,0.123587,3.161546,0.629085,0.000250,0.350915,0.041359,24.456162,1.541495,19.624662,16.767849,4.391148,1.765990,1.351845,5.185553,0.399509
66.500000,9.645889,3.646327,2.072695,4.115601,1.515341,0.478895,5.428782,0.124573,3.196722,0.633130,0.000274,0.346870,0.041380,24.510334,1.541910,19.626212,16.768369,4.416237,1.766008,1.351294,5.185553,0.341964
66.600000,9.646434,3.605589,2.225512,4.315291,1.423544,0.509602,5.216884,0.121840,3.144441,0.646947,0.000304,0.333053,0.041126,24.521422,1.551941,19.613885,16.768719,4.427802,1.766090,1.350987,5.185554,0.280944
66.700000,9.647392,3.528501,2.274003,4.553657,1.393254,0.539574,4.827233,0.116871,3.028255,0.660575,0.000313,0.319425,0.040753,24.469916,1.566339,19.593780,16.768573,4.413604,1.766168,1.351233,5.185555,0.262743
66.800000,9.647879,3.484455,2.132684,4.572195,1.481307,0.533005,4.654514,0.114769,2.961745,0.657986,0.000281,0.322014,0.040669,24.402817,1.569404,19.586543,16.767998,4.384766,1.766170,1.351878,5.185555,0.316009
66.900000,9.647326,3.522421,1.955871,4.356006,1.581114,0.500208,4.866832,0.117681,3.016801,0.642830,0.000249,0.337170,0.040946,24.387086,1.557226,19.600996,16.767565,4.369578,1.766094,1.352268,5.185554,0.393014
67.000000,9.646402,3.597038,1.912823,4.146430,1.603169,0.475282,5.203723,0.121948,3.118750,0.631260,0.000244,0.348740,0.041259,24.425910,1.544880,19.618924,16.767645,4.379428,1.766011,1.352090,5.185553,0.414008
67.100000,9.645887,3.643852,1.998478,4.079298,1.557149,0.471399,5.417860,0.124503,3.188558,0.629674,0.000260,0.350326,0.041403,24.485571,1.540485,19.627135,16.768101,4.403972,1.765989,1.351569,5.185553,0.374372
67.200000,9.646072,3.633443,2.151493,4.195840,1.468931,0.491944,5.362181,0.123694,3.182482,0.639017,0.000289,0.340983,0.041287,24.523544,1.545719,19.621820,16.768586,4.424730,1.766044,1.351089,5.185553,0.309576
67.300000,9.646897,3.568770,2.271694,4.443701,1.394460,0.526966,5.026537,0.119416,3.090064,0.654781,0.000314,0.325219,0.040935,24.502801,1.559289,19.603964,16.768720,4.424060,1.766135,1.351032,5.185554,0.263846
67.400000,9.647754,3.497682,2.224627,4.602030,1.424858,0.541872,4.690880,0.115150,2.980894,0.661818,0.000300,0.318182,0.040653,24.433700,1.570209,19.587218,16.768314,4.399499,1.766181,1.351537,5.185555,0.280515
67.500000,9.647718,3.493774,2.034847,4.480271,1.538026,0.517591,4.722742,0.115755,2.976300,0.650950,0.000262,0.329050,0.040781,24.386919,1.564454,19.591820,16.767730,4.374198,1.766139,1.352138,5.185555,0.357127
67.600000,9.646857,3.559266,1.915617,4.240311,1.602004,0.485768,5.035181,0.119847,3.067041,0.636079,0.000244,0.343921,0.041111,24.401099,1.550404,19.610531,16.767540,4.371594,1.766050,1.352245,5.185554,0.412379
67.700000,9.646071,3.626152,1.942146,4.091633,1.587635,0.470384,5.335419,0.123544,3.160382,0.629107,0.000250,0.350893,0.041357,24.455175,1.541565,19.624529,16.767841,4.390722,1.765990,1.351854,5.185553,0.400219
67.800000,9.645885,3.646525,2.070079,4.113581,1.516846,0.478542,5.429798,0.124588,3.196845,0.632969,0.000273,0.347031,0.041382,24.509725,1.541819,19.626305,16.768360,4.415882,1.766008,1.351302,5.185553,0.343074
67.900000,9.646419,3.606707,2.223441,4.311008,1.424835,0.508995,5.222712,0.121914,3.146041,0.646674,0.000304,0.333326,0.041132,24.521823,1.551707,19.614192,16.768717,4.427817,1.766089,1.350988,5.185554,0.281723
68.000000,9.647377,3.529735,2.274841,4.550906,1.392703,0.539317,4.833091,0.116945,3.030166,0.660453,0.000313,0.319547,0.040757,24.471163,1.566148,19.594073,16.768580,4.414035,1.766168,1.351224,5.185555,0.262456
68.100000,9.647880,3.484501,2.136081,4.574481,1.479268,0.533454,4.653750,0.114755,2.961768,0.658187,0.000281,0.321813,0.040666,24.403643,1.569515,19.586451,16.768008,4.385203,1.766171,1.351867,5.185555,0.314651
68.200000,9.647341,3.521252,1.957852,4.360182,1.580071,0.500753,4.861323,0.117609,3.015188,0.643086,0.000250,0.336914,0.040940,24.386836,1.557473,19.600666,16.767568,4.369609,1.766096,1.352266,5.185554,0.392076
68.300000,9.646415,3.595894,1.912312,4.148940,1.603440,0.475541,5.198588,0.121886,3.117149,0.631380,0.000244,0.348620,0.041253,24.425000,1.545026,19.618690,16.767639,4.379092,1.766013,1.352097,5.185553,0.414247
68.400000,9.645890,3.643499,1.996305,4.078952,1.558345,0.471265,5.416160,0.124484,3.187912,0.629611,0.000259,0.350389,0.041402,24.484668,1.540481,19.627107,16.768092,4.403539,1.765989,1.351578,5.185553,0.375349
68.500000,9.646063,3.634119,2.148832,4.192450,1.470531,0.491419,5.365679,0.123739,3.183331,0.638782,0.000288,0.341218,0.041291,24.523361,1.545552,19.622024,16.768580,4.424520,1.766043,1.351094,5.185553,0.310637
68.600000,9.646880,3.570116,2.270755,4.439454,1.395058,0.526424,5.033392,0.119503,3.092098,0.654536,0.000313,0.325464,0.040941,24.503739,1.559033,19.604319,16.768722,4.424303,1.766134,1.351028,5.185554,0.264186
68.700000,9.647744,3.498481,2.227100,4.601638,1.423301,0.541983,4.693993,0.115189,2.982095,0.661861,0.000301,0.318139,0.040654,24.434931,1.570150,19.587353,16.768325,4.400007,1.766182,1.351525,5.185555,0.279599
68.800000,9.647727,3.493110,2.037944,4.484073,1.536284,0.518166,4.718987,0.115703,2.975319,0.651217,0.000263,0.328783,0.040776,24.387227,1.564671,19.591563,16.767737,4.374463,1.766141,1.352131,5.185555,0.355772
68.900000,9.646872,3.557979,1.916341,4.243898,1.601638,0.486193,5.029397,0.119774,3.065288,0.636276,0.000244,0.343724,0.041105,24.400475,1.550616,19.610223,16.767538,4.371425,1.766052,1.352248,5.185554,0.412021
69.000000,9.646079,3.625345,1.940702,4.092815,1.588403,0.470456,5.331704,0.123500,3.159178,0.629136,0.000249,0.350864,0.041354,24.454191,1.541641,19.624387,16.767834,4.390300,1.765991,1.351863,5.185553,0.400895
69.100000,9.645882,3.646684,2.067475,4.111657,1.518343,0.478200,5.430624,0.124600,3.196912,0.632814,0.000273,0.347186,0.041383,24.509092,1.541734,19.626390,16.768352,4.415520,1.766007,1.351311,5.185553,0.344182
69.200000,9.646405,3.607808,2.221315,4.306734,1.426161,0.508386,5.228451,0.121987,3.147609,0.646401,0.000303,0.333599,0.041138,24.522196,1.551476,19.614496,16.768714,4.427819,1.766088,1.350989,5.185554,0.282524
69.300000,9.647362,3.530976,2.275597,4.548086,1.392211,0.539046,4.838984,0.117020,3.032083,0.660325,0.000313,0.319675,0.040763,24.472398,1.565952,19.594370,16.768587,4.414456,1.766168,1.351215,5.185555,0.262191
69.400000,9.647880,3.484570,2.139404,4.576649,1.477279,0.533887,4.653113,0.114744,2.961826,0.658380,0.000282,0.321620,0.040664,24.404472,1.569619,19.586367,16.768018,4.385637,1.766172,1.351857,5.185555,0.313317
69.500000,9.647356,3.520111,1.959862,4.364314,1.579005,0.501297,4.855910,0.117539,3.013605,0.643340,0.000250,0.336660,0.040935,24.386606,1.557717,19.600340,16.767571,4.369645,1.766098,1.352265,5.185554,0.391132
69.600000,9.646428,3.594754,1.911814,4.151437,1.603706,0.475798,5.193489,0.121823,3.115564,0.631496,0.000244,0.348504,0.041249,24.424098,1.545174,19.618455,16.767634,4.378758,1.766014,1.352104,5.185553,0.414480
69.700000,9.645893,3.643159,1.994127,4.078582,1.559542,0.471128,5.414544,0.124466,3.187293,0.629546,0.000259,0.350454,0.041402,24.483758,1.540476,19.627078,16.768083,4.403105,1.765989,1.351588,5.185553,0.376331
69.800000,9.646054,3.634787,2.146217,4.189141,1.472102,0.490907,5.369112,0.123784,3.184164,0.638551,0.000288,0.341449,0.041295,24.523154,1.545388,19.622225,16.768574,4.424305,1.766042,1.351100,5.185553,0.311681
69.900000,9.646863,3.571425,2.269760,4.435292,1.395683,0.525890,5.040063,0.119588,3.094067,0.654294,0.000313,0.325706,0.040948,24.504589,1.558786,19.604662,16.768724,4.424519,1.766133,1.351024,5.185554,0.264557
70.000000,11.637880,4.007391,1.917179,4.260979,1.601246,0.488107,5.014638,0.119579,3.060856,0.636884,0.000244,0.343116,0.041107,25.414780,1.553133,19.617280,16.774630,4.375059,1.767928,1.353731,5.185139,0.411575
70.100000,11.636931,4.084287,1.932697,4.098607,1.592636,0.470769,5.328595,0.123459,3.157876,0.628988,0.000248,0.351012,0.041370,25.467474,1.543520,19.632260,16.774902,4.393063,1.767863,1.353366,5.185138,0.404667
70.200000,11.636569,4.116617,2.055586,4.104160,1.525139,0.476783,5.448218,0.124814,3.201448,0.631901,0.000270,0.348099,0.041419,25.524425,1.542924,19.635241,16.775423,4.418785,1.767873,1.352807,5.185138,0.349275
70.300000,11.637023,4.083087,2.212863,4.290419,1.431408,0.506040,5.265856,0.122448,3.158351,0.645080,0.000302,0.334920,0.041190,25.542103,1.552101,19.624201,16.775814,4.432802,1.767952,1.352451,5.185139,0.285729
70.400000,11.638070,4.001322,2.280559,4.540210,1.388973,0.538469,4.873440,0.117449,3.043411,0.659770,0.000315,0.320230,0.040807,25.495725,1.566863,19.603875,16.775727,4.421185,1.768036,1.352635,5.185140,0.260468
70.500000,11.638801,3.941158,2.154917,4.591779,1.467936,0.536470,4.655884,0.114755,2.964062,0.659261,0.000285,0.320739,0.040673,25.425340,1.571918,19.594084,16.775167,4.392157,1.768047,1.353275,5.185140,0.307147
70.600000,11.638398,3.967790,1.967684,4.386826,1.574853,0.504120,4.838323,0.117298,3.008648,0.644381,0.000251,0.335619,0.040931,25.402386,1.560559,19.607070,16.774684,4.374184,1.767976,1.353726,5.185139,0.387463
70.700000,11.637378,4.047418,1.907598,4.164868,1.605918,0.477113,5.180227,0.121653,3.111374,0.631811,0.000243,0.348189,0.041254,25.437026,1.547477,19.625742,16.774708,4.381647,1.767889,1.353604,5.185139,0.416484
70.800000,11.636660,4.107549,1.982489,4.077833,1.565901,0.470533,5.419786,0.124530,3.188237,0.628988,0.000257,0.351012,0.041426,25.497116,1.542024,19.635397,16.775144,4.405715,1.767857,1.353096,5.185138,0.381610
70.900000,11.636686,4.108671,2.133441,4.174451,1.479737,0.488568,5.399176,0.124152,3.192313,0.637234,0.000286,0.342766,0.041342,25.540331,1.546181,19.631637,16.775652,4.428176,1.767905,1.352585,5.185139,0.316822
71.000000,11.637496,4.046428,2.266264,4.418106,1.397881,0.523714,5.083744,0.120132,3.107301,0.653037,0.000313,0.326963,0.041004,25.527047,1.559251,19.614665,16.775845,4.430581,1.767997,1.352462,5.185139,0.265855
71.100000,11.638536,3.963934,2.242525,4.603919,1.413532,0.543216,4.719836,0.115501,2.991743,0.662097,0.000305,0.317903,0.040685,25.459558,1.571582,19.596316,16.775490,4.407693,1.768053,1.352920,5.185140,0.273943
71.200000,11.638746,3.942880,2.056212,4.511240,1.525954,0.522091,4.703218,0.115472,2.971687,0.652753,0.000266,0.327247,0.040768,25.405991,1.567738,19.598199,16.774884,4.380531,1.768020,1.353557,5.185140,0.347834
71.300000,11.637916,4.004646,1.919206,4.268546,1.600214,0.489024,5.002966,0.119430,3.057342,0.637311,0.000244,0.342689,0.041096,25.413530,1.553580,19.616644,16.774628,4.374805,1.767930,1.353736,5.185139,0.410580
71.400000,11.636956,4.082222,1.930192,4.101627,1.593962,0.471004,5.320362,0.123360,3.155247,0.629088,0.000248,0.350912,0.041364,25.465358,1.543706,19.631930,16.774886,4.392244,1.767863,1.353384,5.185138,0.405846
71.500000,11.636569,4.116540,2.050480,4.101006,1.528046,0.476189,5.448687,0.124824,3.201244,0.631629,0.000270,0.348371,0.041421,25.522849,1.542791,19.635358,16.775404,4.418009,1.767871,1.352825,5.185138,0.351474
71.600000,11.636996,4.085183,2.208199,4.282078,1.434300,0.504827,5.276548,0.122584,3.161208,0.644535,0.000301,0.335465,0.041201,25.542442,1.551658,19.624773,16.775806,4.432700,1.767948,1.352456,5.185139,0.287501
71.700000,11.638034,4.004199,2.281185,4.533534,1.388554,0.537752,4.886286,0.117613,3.047478,0.659438,0.000315,0.320562,0.040818,25.497995,1.566420,19.604527,16.775738,4.421967,1.768033,1.352620,5.185140,0.260261
71.800000,11.638793,3.941956,2.161421,4.594898,1.463990,0.537201,4.656640,0.114758,2.964828,0.659583,0.000287,0.320417,0.040671,25.427164,1.572045,19.594031,16.775187,4.393109,1.768048,1.353253,5.185140,0.304589
71.900000,11.638427,3.965675,1.972429,4.395147,1.572312,0.505249,4.828104,0.117163,3.005718,0.644910,0.000252,0.335090,0.040919,25.402104,1.561047,19.606434,16.774692,4.374398,1.767979,1.353720,5.185139,0.385259
72.000000,11.637411,4.044759,1.907272,4.170568,1.606104,0.477731,5.169420,0.121520,3.108047,0.632093,0.000243,0.347907,0.041245,25.435239,1.547812,19.625222,16.774699,4.381067,1.767891,1.353616,5.185139,0.416624
72.100000,11.636674,4.106345,1.978481,4.077996,1.568083,0.470379,5.415217,0.124478,3.186624,0.628911,0.000256,0.351089,0.041424,25.495106,1.542061,19.635273,16.775126,4.404841,1.767856,1.353115,5.185138,0.383436
72.200000,11.636673,4.109688,2.128047,4.168400,1.482946,0.487605,5.404786,0.124225,3.193594,0.636801,0.000284,0.343199,0.041349,25.539571,1.545889,19.631983,16.775637,4.427662,1.767902,1.352598,5.185139,0.319006
72.300000,11.637460,4.049195,2.263577,4.409337,1.399582,0.522552,5.097219,0.120304,3.111206,0.652512,0.000312,0.327488,0.041017,25.528511,1.558738,19.615364,16.775846,4.430937,1.767993,1.352457,5.185139,0.266840
72.400000,11.638509,3.966130,2.246623,4.601642,1.410919,0.543222,4.727970,0.115603,2.994678,0.662085,0.000306,0.317915,0.040691,25.461991,1.571374,19.596697,16.775508,4.408693,1.768052,1.352898,5.185140,0.272458
72.500000,11.638759,3.942064,2.062791,4.518222,1.522198,0.523203,4.697205,0.115387,2.970239,0.653265,0.000268,0.326735,0.040759,25.406812,1.568126,19.597763,16.774900,4.381179,1.768022,1.353541,5.185140,0.345010
72.600000,11.637951,4.001927,1.921400,4.276175,1.599092,0.489954,4.991332,0.119280,3.053846,0.637743,0.000244,0.342257,0.041087,25.412379,1.554027,19.616006,16.774628,4.374582,1.767933,1.353739,5.185139,0.409508
72.700000,11.636981,4.080117,1.927817,4.104818,1.595217,0.471263,5.311905,0.123259,3.152556,0.629200,0.000247,0.350800,0.041358,25.463310,1.543901,19.631592,16.774871,4.391441,1.767864,1.353401,5.185138,0.406965
